    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 1959.0000   26     1.24    -3.06     0.00       0.3125       1.1141       5.5310      21.9765    1786.2926
 1959.0000   27    -0.34   -15.25     0.00       0.3060       1.0951       5.4301      21.4233    1736.2511
 1959.0000   28    -5.71   -14.23     0.00       0.2991       1.0731       5.4470      20.8868    1700.6166
 1959.0000   29    -9.38   -21.33     0.00       0.2920       1.0482       5.3386      20.3661    1641.1060
 1959.0000   30    -8.89   -19.33     0.02       0.2846       0.0000       5.5311      19.8602    1660.0981
 1959.0000   31    -0.98   -10.55     0.05       0.2775       0.0000       5.5737      19.3695    1684.2854
 1959.0834   32    -5.82   -17.55     0.00       0.2825       0.0000       5.5511      19.5615    1874.0024
 1959.0834   33   -12.92   -20.92     0.00       0.2732       0.0000       5.5252      19.0760    1872.2211
 1959.0834   34   -12.32   -19.94     0.00       0.2672       0.9584       5.3242      18.6062    1804.6817
 1959.0834   35    -8.83   -20.24     0.00       0.2681       0.9627       5.3187      18.1549    1758.5030
 1959.0834   36    -2.86   -20.64     0.00       0.2702       0.9730       5.3513      17.7226    1725.0381
 1959.0834   37    -2.84   -11.94     0.00       0.2728       0.9864       5.4979      17.3090    1727.3298
 1959.0834   38    -3.94   -19.08     0.00       0.2736       0.9922       5.4418      16.9114    1697.9043
 1959.0834   39   -17.80   -25.30     0.00       0.2711       0.9839       5.3074      16.5267    1640.2359
 1959.0834   40   -13.80   -24.33     0.09       0.2697       0.0000       5.5470      16.1559    1665.3761
 1959.0834   41   -17.26   -25.25     0.00       0.2687       0.0000       5.5419      15.7989    1679.8742
 1959.0834   42   -20.44   -30.13     0.00       0.2678       0.0000       5.5226      15.4551    1684.4228
 1959.0834   43   -14.95   -27.72     0.00       0.2670       0.0000       5.5372      15.1243    1692.8142
 1959.0834   44    -7.03   -23.76     0.00       0.2666       0.0000       5.5634      14.8064    1707.2944
 1959.0834   45     3.10   -12.07     0.00       0.2656       0.9611       5.5197      14.5002    1707.7500
 1959.0834   46    10.89    -0.91     0.00       0.2748       1.0042       5.8205      14.2128    1757.6233
 1959.0834   47    11.00    -1.67     0.00       0.2840       1.0499       5.9641      13.9429    1793.5610
 1959.0834   48    13.43     0.28     0.00       0.2932       1.0985       6.1561      13.6890    1832.7934
 1959.0834   49    11.65    -0.78     0.00       0.3007       1.1428       6.2824      13.4486    1855.1826
 1959.0834   50    12.98    -0.07     0.00       0.3090       1.1936       6.4507      13.2212    1877.2413
 1959.0834   51    12.20    -0.02     0.00       0.3163       1.2425       6.5918      13.0048    1890.7982
 1959.0834   52    10.52     0.72     0.00       4.7945      19.1711       6.7296      12.7982    1897.1503
 1959.0834   53     9.49    -2.36     0.00       4.1455      16.8880       6.8173      12.5274    1881.0584
 1959.0834   54     8.06    -4.04     0.00       0.3315       1.3767       6.9092      12.2739    1851.0428
 1959.0834   55    11.44    -4.68     0.00       3.0530      12.9587       7.0570      12.0904    1821.3716
 1959.0834   56     5.55    -6.00     0.00       0.3358       1.4530       7.1087      11.8140    1768.9051
 1959.0834   57     4.07    -5.99     0.00       0.3354       1.4801       7.1996      11.6368    1715.0158
 1959.0834   58     7.76    -3.09     0.36       0.2702       1.3158       6.5977      11.4401    1812.1608
 1959.0834   59     1.18    -3.14     0.43       0.2774       0.0000       6.5419      11.2211    1867.3986
 1959.1666   60     0.57    -5.89     0.00       0.2885       0.0000       6.5168      12.2081    1711.2426
 1959.1666   61     1.36   -13.38     0.00       0.2635       0.0000       6.1256      11.9895    1723.5208
 1959.1666   62     1.93   -12.25     0.00       0.2656       0.9625       5.8718      11.7839    1740.9065
 1959.1666   63     6.09    -7.82     0.00       0.2575       0.9412       6.0559      11.5884    1755.0030
 1959.1666   64     6.61    -6.95     0.00       0.2631       0.9718       6.1909      11.4037    1768.0362
 1959.1666   65     2.22    -8.65     0.00       0.2690       1.0050       6.2590      11.2290    1759.0609
 1959.1666   66     0.87   -10.42     0.00       0.2749       1.0390       6.3340      11.0635    1739.4097
 1959.1666   67     4.52    -9.19     0.00       0.2821       1.0816       6.4878      10.9076    1730.9885
 1959.1666   68     5.70    -6.42     0.00       0.2892       1.1260       6.6478      10.7603    1728.5720
 1959.1666   69     6.99    -7.15     0.00       0.2958       1.1718       6.7797      10.6202    1719.6646
 1959.1666   70     4.05    -5.45     0.00       0.3011       1.2144       6.8921      10.4857    1702.5448
 1959.1666   71    14.60    -3.45     0.00       0.3173       1.3209       7.2190      10.3626    1706.5185
 1959.1666   72     9.43    -5.55     0.00       2.7106      11.5532       7.2971      10.0712    1670.1743
 1959.1666   73     8.41    -4.52     0.00       2.2650       9.8795       7.4307       9.8473    1631.0462
 1959.1666   74    14.84    -1.17     0.00       1.8284       8.2582       7.7325       9.6328    1597.7514
 1959.1666   75    10.43    -4.40     0.00       0.3238       1.4985       7.7933       9.2412    1529.5208
 1959.1666   76    18.26    -3.60     0.00       0.3274       1.5792       8.1087       9.0358    1453.8243
 1959.1666   77     3.56    -7.86     0.00       0.3087       1.5070       7.9697       8.6246    1359.4383
 1959.1666   78     6.00    -6.39     0.00       0.3027       1.4957       8.0815       8.5193    1310.6324
 1959.1666   79     6.64    -8.03     0.00       0.2988       1.4933       8.1442       8.4127    1268.6807
 1959.1666   80     6.23    -4.03     0.00       0.2958       1.4919       8.2501       8.3062    1243.2022
 1959.1666   81     9.25    -6.98     0.00       0.2940       1.5037       8.3486       8.1312    1206.2597
 1959.1666   82    10.76    -6.23     0.00       0.2906       1.5098       8.4743       7.9530    1164.3415
 1959.1666   83    17.33    -0.75     0.17       0.2910       1.8052       8.5424       7.7600    1330.4870
 1959.1666   84    13.64    -0.84     0.00       0.2973       1.5029       8.6219       7.3696    1307.1999
 1959.1666   85     9.03    -5.71     0.00       0.2885       1.4737       8.5849       7.0055    1251.5011
 1959.1666   86     9.32    -3.73     0.00       0.2835       1.4645       8.6791       6.8493    1212.0213
 1959.1666   87    13.76     0.13     0.17       0.2822       1.7211       8.6634       6.6743    1393.4863
 1959.1666   88     7.69    -2.33     0.00       0.2903       1.4272       8.6228       6.3914    1387.1394
 1959.1666   89    13.88    -2.96     0.00       0.2924       1.4746       8.8175       6.2395    1335.1473
 1959.1666   90    14.01     1.10     0.00       0.2852       1.4658       8.9663       5.9452    1280.1367
 1959.2500   91     7.41    -5.74     0.00       0.3191       1.6469       8.8472       7.5782    1262.8978
 1959.2500   92    18.38    -1.38     0.00       0.2905       1.5399       9.1670       7.3866    1211.3272
 1959.2500   93    15.83     0.90     0.00       0.2869       1.5341       9.2379       6.6276    1189.2889
 1959.2500   94     9.81    -4.39     0.00       0.2717       1.4481       9.1249       5.9359    1156.8902
 1959.2500   95    10.40    -2.80     0.00       0.2667       1.4230       9.1788       5.7087    1143.5605
 1959.2500   96    13.46     1.02     0.00       0.2712       1.4536       9.3119       5.4337    1153.1771
 1959.2500   97    14.36    -1.99     0.00       0.2769       1.4907       9.3438       4.9027    1158.8240
 1959.2500   98    12.81    -6.22     0.00       0.2787       1.5055       9.3063       4.4615    1150.7116
 1959.2500   99    12.90    -5.34     0.00       0.2845       1.5462       9.3420       4.2365    1147.6117
 1959.2500  100    19.23    -1.29     0.00       0.3081       1.7022       9.5350       4.0003    1175.7469
 1959.2500  101    15.77    -0.78     0.00       0.3159       1.7562       9.5217       3.4842    1191.9847
 1959.2500  102     5.63    -1.01     0.10       0.2835       1.9226       9.3465       3.0443    1173.2370
 1959.2500  103    17.87    -1.42     0.00       0.3009       1.6553       9.5651       3.0115    1187.2686
 1959.2500  104     7.84    -7.37     0.00       0.3008       1.6664       9.3516       2.6677    1162.6332
 1959.2500  105    13.78    -0.83     0.00       0.3135       1.7569       9.5211       2.6509    1176.8167
 1959.2500  106    24.47     4.04     0.00       0.3388       1.9415       9.7745       2.3940    1235.0104
 1959.2500  107    28.34     3.76     0.00       0.3622       2.1055       9.8652       2.1979    1309.4772
 1959.2500  108    15.00    -1.41     0.00       0.3638       2.1031       9.6369       2.0399    1330.5071
 1959.2500  109    20.86     1.08     0.00       0.3685       2.1252       9.7681       1.9143    1359.9271
 1959.2500  110    11.33    -5.02     0.00       0.3645       2.0969       9.5638       1.8093    1351.5556
 1959.2500  111    17.07    -2.11     0.00       0.3651       2.0988       9.6884       1.7238    1359.7052
 1959.2500  112    20.50     6.18     0.11       0.3659       2.6202       9.8402       1.6552    1377.6127
 1959.2500  113    14.93    -2.91     0.00       0.3676       2.1143       9.6759       1.5992    1376.7028
 1959.2500  114    18.77     2.08     0.00       0.3712       2.1348       9.7945       1.5557    1394.0769
 1959.2500  115    26.70     5.43     0.00       0.3800       2.1892       9.9685       1.5255    1430.3663
 1959.2500  116    23.39     7.83     0.00       0.3887       2.2413       9.9713       1.5063    1466.1771
 1959.2500  117    23.23     8.37     1.03       0.3504       3.1418       9.1156       2.8638    3524.8119
 1959.2500  118    11.19     5.92     0.14       0.3806       2.2794       8.8059       3.0163    2866.0434
 1959.2500  119    16.33     6.68     0.15       0.3974       1.6109       8.8562       3.3461    2962.0832
 1959.2500  120    16.00     3.28     0.00       0.4068       1.4774       9.0244       3.4123    2908.3937
 1959.3334  121    16.32    -2.00     0.00       0.5393       2.0437       9.1660      11.4964    2721.3055
 1959.3334  122    20.68     1.93     0.00       0.4459       1.7683       9.4557      10.0042    2663.0974
 1959.3334  123    26.00     8.22     0.00       0.4680       1.9588       9.7968       9.0650    2606.1308
 1959.3334  124    20.35     5.58     0.00       0.4472       1.9570       9.8297       7.4843    2416.5480
 1959.3334  125    17.82     2.30     0.00       0.4090       1.8647       9.8564       5.9192    2174.6829
 1959.3334  126    19.79     4.68     0.00       0.3756       1.7773       9.9901       4.8360    1975.7940
 1959.3334  127    18.41     5.53     0.00       0.3419       1.6688      10.0328       3.9463    1794.7158
 1959.3334  128    15.20     5.84     0.00       0.3108       1.5547      10.0113       3.1987    1632.7454
 1959.3334  129    13.77    -5.16     0.00       0.3050       1.5597       9.8972       2.6009    1512.0071
 1959.3334  130     9.73    -3.15     0.00       0.3170       1.6557       9.8276       2.1959    1440.6887
 1959.3334  131    16.31     2.88     0.00       0.3449       1.8446       9.9893       2.0725    1438.3647
 1959.3334  132    17.25     5.87     0.00       0.3736       2.0484      10.0263       2.0225    1453.8024
 1959.3334  133    16.13     2.12     0.00       0.3905       2.1970       9.9502       1.9375    1447.6109
 1959.3334  134    19.50     0.34     0.00       0.3994       2.2898       9.9644       1.8894    1444.7859
 1959.3334  135    21.40     5.64     0.00       0.4030       2.3175      10.0388       1.8848    1454.5955
 1959.3334  136    22.11     9.25     0.00       0.4098       2.3637      10.0860       1.9110    1474.8053
 1959.3334  137    17.29     9.44     0.00       0.5262       3.1732      10.0312       7.3117    1498.3569
 1959.3334  138    19.47     2.96     0.00       0.5073       3.0635      10.0193       6.3683    1492.8791
 1959.3334  139    21.57     4.30     0.00       0.4907       2.9751      10.0602       5.5929    1481.0389
 1959.3334  140    23.14     7.99     0.00       0.4763       2.9057      10.1073       4.9579    1464.8776
 1959.3334  141    26.29    11.27     0.00       0.4631       2.8515      10.1687       4.4332    1442.6754
 1959.3334  142    26.87     9.73     0.44       0.3200       2.1354      10.4375       4.5310    1665.8266
 1959.3334  143    20.28     4.54     1.06       0.6320       5.5777       9.4429      11.4191    5160.8467
 1959.3334  144     6.67     2.91     0.77       0.4986       2.6691       7.6513      11.8318    4477.4446
 1959.3334  145     8.91     3.70     0.08       0.6305       2.3100       7.8518      11.6334    4276.2005
 1959.3334  146    12.46     7.99     0.05       0.6345       2.0368       8.2645      11.4565    4214.7321
 1959.3334  147    16.33    10.04     0.00       0.6618       2.2070       8.8057      11.5068    4195.8493
 1959.3334  148    17.88    11.01     0.79       0.5261       1.6404       7.3924      12.4144    4554.6263
 1959.3334  149    26.07    10.16     0.00       0.7475       2.3915       8.4499      13.9569    4799.3523
 1959.3334  150    21.76     7.44     0.00       0.7889       2.6719       9.0505      14.0822    4722.2605
 1959.3334  151    22.83    10.02     0.00       0.8200       3.0038       9.6050      13.6366    4536.6955
 1959.4166  152    25.00    11.48     0.25       1.2035       4.4369       9.7396      37.1269    4597.7211
 1959.4166  153    19.07    10.20     0.66       0.7468       2.4035       8.6864      38.5468    5476.4855
 1959.4166  154    20.66     4.92     0.05       0.9981       3.4174       9.2824      31.7590    5145.7852
 1959.4166  155    24.16    10.27     0.02       0.9817       3.6526       9.8664      26.5280    4845.1760
 1959.4166  156    24.74    10.92     0.06       0.9360       3.7905      10.2346      21.6345    4433.4862
 1959.4166  157    23.97     7.56     0.00       0.8471       3.7150      10.4310      16.8248    3862.0725
 1959.4166  158    27.63    10.54     0.04       0.7508       3.5621      10.6722      12.9111    3315.3254
 1959.4166  159    22.08    10.86     0.41       0.7119       2.9629      10.4111      13.6736    3824.6039
 1959.4166  160    22.22     9.87     0.26       0.7462       3.0263      10.3729      13.5170    4038.7085
 1959.4166  161    19.85     6.96     0.46       0.9536       3.4669       9.9792      17.5988    5150.7932
 1959.4166  162    22.83     7.34     0.00       0.8871       3.5642      10.3656      14.7754    4512.7648
 1959.4166  163    23.36     6.83     0.00       0.8275       3.6488      10.5736      12.2092    3928.3496
 1959.4166  164    20.78    12.40     1.44       1.0473       3.1528       8.1843      26.5968    7411.8024
 1959.4166  165    21.52    10.13     0.08       1.3206       4.0967       8.9032      28.8457    7302.9637
 1959.4166  166    17.96     6.34     0.25       1.2878       4.0121       8.8919      29.2331    6942.5619
 1959.4166  167    14.37     7.11     0.26       1.2438       3.8351       8.6978      29.3444    6640.3210
 1959.4166  168    24.89    11.45     0.05       1.6953       5.9317       9.6463      58.9977    6590.8170
 1959.4166  169    20.15     6.95     0.13       1.5550       5.7105       9.8508      48.0378    6066.3640
 1959.4166  170    19.07     7.60     0.16       1.3964       5.2759       9.9918      39.3177    5562.2256
 1959.4166  171    17.49     6.14     0.22       1.2466       4.6937       9.9609      33.0548    5169.8703
 1959.4166  172    23.73    10.58     0.91       1.3621       4.3172       8.8034      46.3524    7338.9542
 1959.4166  173    21.77     7.23     0.27       1.5823       5.0610       8.9384      45.3454    7319.2722
 1959.4166  174    23.27    11.02     0.00       1.6213       5.5818       9.6871      41.6999    7023.2975
 1959.4166  175    21.16     9.05     0.00       1.5382       5.7846      10.1172      35.0862    6248.4086
 1959.4166  176    23.59     8.40     0.00       1.3982       5.8172      10.5194      27.8924    5356.0108
 1959.4166  177    25.54     8.26     0.00       1.2170       5.5773      10.7797      21.1835    4440.9022
 1959.4166  178    30.00    14.78     0.00       1.0626       5.3007      11.0107      16.1469    3751.4040
 1959.4166  179    32.68    15.05     0.43       1.1234       5.1438      11.0606      18.1946    4552.3059
 1959.4166  180    21.77     8.18     0.12       1.1207       5.3655      10.8682      16.3379    4236.8582
 1959.4166  181    24.27    11.56     0.00       1.0087       5.1649      10.9286      13.0384    3590.0220
 1959.5000  182    32.28    17.00     0.00       1.3392       7.3804      10.9888      26.4252    3119.4282
 1959.5000  183    32.83    17.29     0.15       1.0106       5.8633      10.7760      19.3876    2694.1866
 1959.5000  184    27.05    10.88     0.00       0.8409       5.1665      10.1748      14.0296    2155.2065
 1959.5000  185    29.01    12.47     0.00       0.6595       4.2735       9.3931       9.6518    1707.4400
 1959.5000  186    34.15    15.41     0.00       0.4776       3.1939       8.5786       6.3412    1293.7188
 1959.5000  187    36.56    19.30     0.00       0.3950       2.6909       8.0712       4.7222    1112.9791
 1959.5000  188    37.38    20.07     0.00       0.3857       2.6350       7.9559       4.1266    1120.7397
 1959.5000  189    38.62    15.34     0.10       0.3712       3.1875       7.7875       3.5803    1107.5082
 1959.5000  190    25.62     6.47     0.00       0.3442       2.3676       7.4840       2.9927    1051.2895
 1959.5000  191    32.55    13.99     0.00       0.3293       2.2718       7.4352       2.5960    1026.1700
 1959.5000  192    30.60    16.86     0.08       0.3162       2.1884       7.2889       2.2716    1003.1953
 1959.5000  193    32.21    18.75     1.63       4.5106      60.3332      11.1173      59.2155   22149.1408
 1959.5000  194    30.76    19.87     0.17       3.8307      45.1998      11.3168      63.3294   15259.2623
 1959.5000  195    25.67    15.79     1.77       4.2121      30.6985       8.4635     135.9580   19563.1456
 1959.5000  196    22.74    13.63     0.00       3.9697      24.1843       9.3348     135.4245   14923.6870
 1959.5000  197    28.03    12.50     0.22       3.9322      20.2350       9.9071     129.7745   13925.8480
 1959.5000  198    28.31    14.34     0.00       4.4085      22.0260      10.7152     164.2110   11794.2643
 1959.5000  199    26.14    13.63     0.32       3.9454      15.9424      10.7001     140.4229   10967.7696
 1959.5000  200    27.51    14.06     3.62       4.4988      13.7608       5.6841     216.5490   15118.7563
 1959.5000  201    27.14    14.18     0.06       4.9320      15.0983       6.4920     216.1175   14971.8094
 1959.5000  202    29.84    14.59     0.86       4.7310      14.3712       5.7725     219.1035   15087.7655
 1959.5000  203    28.82    13.52     0.14       5.1303      15.5713       6.3776     227.3336   14972.5175
 1959.5000  204    28.49    14.17     0.04       5.2409      16.0397       7.2528     231.1713   14800.0765
 1959.5000  205    27.21    16.01     0.07       5.3689      16.6972       7.9507     233.1707   14561.5005
 1959.5000  206    25.12    10.45     0.11       5.3917      17.1670       8.4954     228.5685   14002.0382
 1959.5000  207    22.82    11.72     0.00       5.3780      17.7656       9.0767     218.4441   13276.0835
 1959.5000  208    21.08    13.48     0.00       5.2255      17.9617       9.5393     198.9541   12450.5484
 1959.5000  209    22.36     8.10     0.00       4.9867      18.1268      10.0246     178.2297   11259.2471
 1959.5000  210    23.91    11.68     0.00       4.6925      18.1240      10.4958     157.1272   10062.2249
 1959.5000  211    29.12    16.19     0.00       4.3439      17.9685      10.9915     135.5924    8841.4669
 1959.5000  212    32.76    15.22     0.54       4.1168      14.9875      10.7002     153.1924    9757.9682
 1959.5834  213    29.61    14.85     0.17       5.0289      19.1311      10.9236     187.4780    9040.0863
 1959.5834  214    30.16    13.35     1.72       5.4705      16.0247       7.8275     310.6048   13917.8967
 1959.5834  215    27.63    14.54     1.53       5.5648      16.2069       5.7644     300.7401   13856.2703
 1959.5834  216    26.88    15.10     0.34       6.0313      17.5052       5.7651     303.0245   13738.4462
 1959.5834  217    27.60    15.67     1.72       5.8828      17.0149       5.6150     303.8329   13677.2764
 1959.5834  218    26.98    13.55     0.00       6.2165      17.9680       6.3283     307.0902   13493.6488
 1959.5834  219    25.70    12.71     0.07       6.1346      17.7623       6.8836     298.2083   13242.4498
 1959.5834  220    28.80    14.15     0.00       6.3417      18.5941       7.6530     306.9587   13128.3963
 1959.5834  221    26.20    10.43     0.00       6.3093      18.8887       8.2638     293.8226   12739.4676
 1959.5834  222    23.98    10.77     0.00       6.2759      19.3167       8.7942     280.9362   12233.2692
 1959.5834  223    28.22    12.71     0.00       6.3849      20.4653       9.4420     272.6020   11809.0689
 1959.5834  224    31.85    13.77     0.00       6.4268      21.7296      10.0784     258.2513   11208.1885
 1959.5834  225    32.04    13.68     0.00       6.2358      22.3871      10.5771     235.5846   10264.0843
 1959.5834  226    31.19    14.64     0.00       5.8327      22.2497      10.9569     207.5545    9125.1522
 1959.5834  227    28.19    12.40     0.00       5.2388      21.1536      11.1598     176.3610    7884.4780
 1959.5834  228    26.03    12.67     0.63       5.5811      18.1489      10.3428     234.2918   10022.8941
 1959.5834  229    25.15    11.91     0.00       5.4928      19.2228      10.7438     210.1789    9069.9619
 1959.5834  230    26.76    13.60     0.00       4.9536      18.6520      11.1069     163.2152    8032.6205
 1959.5834  231    28.13    15.17     0.00       4.4300      17.9493      11.3656     132.9458    6844.0598
 1959.5834  232    32.73    16.12     0.00       3.7405      16.3292      11.5785     103.6321    5480.1285
 1959.5834  233    35.10    16.62     0.00       3.1194      14.5133      11.6453      81.7372    4341.5788
 1959.5834  234    33.34    17.64     0.26       3.3109      18.6824      11.6559      88.6274    4652.1544
 1959.5834  235    28.21    14.05     0.08       2.8307      13.5643      11.4880      72.2263    3834.3346
 1959.5834  236    25.71    14.63     0.22       2.9357      16.9813      11.4836      75.4358    4085.2886
 1959.5834  237    25.18    14.32     0.07       2.5112      12.2507      11.3566      61.4578    3404.3363
 1959.5834  238    24.58    14.72     0.13       2.2498      11.0805      11.2917      53.4767    3031.9273
 1959.5834  239    26.01    11.71     0.05       1.8571       9.6960      10.9927      42.1705    2454.6611
 1959.5834  240    26.08    10.44     0.00       1.4692       8.0951      10.5202      32.7969    1977.2838
 1959.5834  241    26.45     9.40     0.00       1.1240       6.5081       9.7947      24.5149    1571.5124
 1959.5834  242    30.93    12.02     0.00       0.8489       5.1320       8.8001      18.1681    1216.0490
 1959.5834  243    33.28    12.22     0.54       1.7320      22.5068      10.8320      22.0403    1875.5914
 1959.6666  244    15.15     1.47     0.00       1.0968      10.1904      10.0662      21.4913    1225.9060
 1959.6666  245    22.73     3.57     0.00       0.8808       5.7468       9.8395      19.9532    1159.5555
 1959.6666  246    26.74     7.17     0.00       0.8228       4.7628       9.5171      18.4117    1124.9921
 1959.6666  247    20.29     8.00     0.00       0.7527       4.4691       8.9827      16.5396    1074.9879
 1959.6666  248    24.59    10.59     0.63       1.4598       6.8789      11.0837      26.6412    1775.5246
 1959.6666  249    26.50    15.62     1.59       6.2502      18.4448       9.7050     316.8406   11872.9198
 1959.6666  250    21.77     7.11     1.32       6.0855      17.6613       7.5595     312.7386   11641.3188
 1959.6666  251    24.11     8.70     0.00       6.1315      17.9685       8.4864     309.2752   11362.2630
 1959.6666  252    28.74    10.84     0.00       6.2867      19.2239       9.4813     298.3606   11121.2075
 1959.6666  253    31.92    10.22     0.00       6.3140      21.1312      10.3539     268.3200   10257.0057
 1959.6666  254    33.38    11.13     0.00       5.8021      21.7754      10.9971     217.8131    8605.4868
 1959.6666  255    26.05    10.09     0.00       5.0119      20.5873      11.1969     172.0757    6988.0843
 1959.6666  256    32.08    10.52     0.00       4.0926      18.5175      11.4576     129.0697    5349.2844
 1959.6666  257    25.29     7.50     0.00       3.3152      16.0525      11.3497      98.2710    4180.1795
 1959.6666  258    17.13     6.32     0.00       2.8508      14.5252      11.1402      81.0558    3519.7893
 1959.6666  259    18.22     0.02     0.00       2.4227      12.9960      10.9304      66.3770    2920.2840
 1959.6666  260    16.38     1.15     0.00       2.0790      11.6895      10.6878      55.0920    2448.2831
 1959.6666  261    20.31     2.09     0.00       1.7345      10.2259      10.4119      45.7185    2059.5860
 1959.6666  262    26.85     3.61     0.00       1.4182       8.6017      10.1680      37.0952    1705.3106
 1959.6666  263    25.79     6.64     0.00       1.1719       7.2665       9.8275      30.3416    1430.1503
 1959.6666  264    19.57     3.36     0.00       0.9763       6.1553       9.3834      25.0677    1205.3286
 1959.6666  265    21.89     5.09     0.21       0.8394       6.3978       9.7860      20.9128    1022.5563
 1959.6666  266    21.39    10.21     0.42       1.2930       8.4150      10.8692      31.9804    1622.4810
 1959.6666  267    22.64     4.85     0.01       1.1638       6.4263      10.4836      27.6972    1426.8574
 1959.6666  268    15.45     6.93     0.38       1.5032       8.8152      10.9519      39.8434    2080.7852
 1959.6666  269    20.23     7.65     0.65       3.2505      11.5442      10.8578     112.8053    5615.6802
 1959.6666  270    14.86     3.54     0.00       3.0030      11.3667      10.8449     101.9651    4990.7666
 1959.6666  271    14.79     4.90     0.00       2.8563      11.6126      10.9090      92.0311    4421.5590
 1959.6666  272    19.21     2.59     0.00       2.4662      10.9348      10.9191      74.0462    3570.2515
 1959.6666  273    14.97     4.19     0.11       2.3339      10.3127      10.8639      70.3048    3379.7187
 1959.7500  274    11.93     4.77     0.39       2.5903       9.6554      10.6996      96.4194    3817.1118
 1959.7500  275    10.91     2.11     0.00       2.4342       9.6449      10.7001      89.9922    3542.7368
 1959.7500  276    19.61     3.47     0.05       2.2921       9.7310      10.8465      79.3967    3175.3698
 1959.7500  277    13.13     6.74     0.48       2.4680       8.5437      10.4817     102.6833    4046.5665
 1959.7500  278    10.69     5.15     0.00       2.3805       8.6759      10.5355      93.8915    3716.7236
 1959.7500  279    12.26    -1.52     0.00       2.1452       8.3969      10.5490      78.8577    3155.3262
 1959.7500  280    15.34    -0.67     0.00       2.1504       9.6552      10.6383      82.7707    2628.6203
 1959.7500  281    19.16     5.52     0.00       1.8734       9.0536      10.7582      67.1020    2212.0045
 1959.7500  282    18.90     6.81     0.00       1.6005       8.2015      10.7094      54.0357    1846.7169
 1959.7500  283    18.24     0.60     0.00       1.4273       7.6698      10.4853      45.8498    1612.1280
 1959.7500  284    22.11     2.71     0.00       1.3283       7.4809      10.3610      40.7598    1471.5260
 1959.7500  285    18.56    10.45     0.37       1.6254       7.6992      10.7985      56.3509    2084.2829
 1959.7500  286    14.89     1.28     0.09       1.6436       7.7741      10.6047      56.3089    2135.7623
 1959.7500  287     9.48    -2.98     0.00       1.4037       6.9796      10.3939      45.7200    1790.5200
 1959.7500  288    11.88    -2.71     0.00       1.1543       6.0226      10.3000      35.7782    1451.7739
 1959.7500  289    17.19    -1.60     0.00       1.0614       5.7909      10.2278      31.5391    1319.4644
 1959.7500  290    19.56     1.62     0.05       0.9957       5.5733      10.1976      28.7888    1235.6952
 1959.7500  291    11.06     1.68     0.21       1.0406       6.6675      10.3503      31.4475    1395.2166
 1959.7500  292    10.56    -0.22     0.00       0.9391       4.9946      10.2076      27.2617    1256.0266
